,0,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,-0.007164341,-0.007164342,-0.007164336,"[0, 0, 0, 0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",10,10,0.010358317,0.004159761,10,0.010358317,0.004159761,10,1.549504519,3.292126024,6.692632986,1.549504519,,1.549504519,3.292126024,6.692632986,1.549504519,,0.010358317,0.004159761,10,1.549504519,3.292126024,6.692632986,1.549504519,,0.000139317,1.754454162,1.145671638,,0.000139317,1.754454162,1.145671638,,0.000139317,1.754454162,1.145671638,
11,11,-0.00687398,-0.006873981,-0.006873976,"[0, 0, 0, 0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",10,10,0.010358317,0.00415976,10,0.010358317,0.00415976,10,1.549498885,3.292113608,6.692607337,1.549498885,,1.549498885,3.292113608,6.692607337,1.549498885,,0.010358317,0.00415976,10,1.549498885,3.292113608,6.692607337,1.549498885,,0.000139317,1.754430544,1.145671638,,0.000139317,1.754430544,1.145671638,,0.000139317,1.754430544,1.145671638,
12,12,-0.006583618,-0.006583619,-0.006583618,"[0, 0, 0, 0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",10,10,0.010358317,0.004159761,10,0.010358317,0.004159761,10,1.549504519,3.292126024,6.692632986,1.549504519,,1.549504519,3.292126024,6.692632986,1.549504519,,0.010358317,0.004159761,10,1.549504519,3.292126024,6.692632986,1.549504519,,0.000139317,1.754454162,1.145671638,,0.000139317,1.754454162,1.145671638,,0.000139317,1.754454162,1.145671638,
13,13,-0.006293256,-0.006293258,-0.006293256,"[0, 0, 0, 0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",10,10,0.010358316,0.00415976,10,0.010358316,0.00415976,10,1.549508389,3.29213399,6.692649442,1.549508389,,1.549508389,3.29213399,6.692649442,1.549508389,,0.010358316,0.00415976,10,1.549508389,3.29213399,6.692649442,1.549508389,,0.000139318,1.754430544,1.145681402,,0.000139318,1.754430544,1.145681402,,0.000139318,1.754430544,1.145681402,
14,14,-0.006003329,-0.006003331,-0.006003326,"[0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",10,10,0.010350525,0.004140133,10,0.010350525,0.004140133,10,1.512720626,3.206688387,6.516205277,1.512720626,,1.512720626,3.206688387,6.516205277,1.512720626,,0.010350525,0.004140133,10,1.512720626,3.206688387,6.516205277,1.512720626,,0.00013568,1.764320132,1.104665705,,0.00013568,1.764320132,1.104665705,,0.00013568,1.764320132,1.104665705,
15,15,-0.005713516,-0.005713518,-0.005713516,"[0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",10,10,0.010350523,0.00414013,10,0.010350523,0.00414013,10,1.512722664,3.206691686,6.516212088,1.512722664,,1.512722664,3.206691686,6.516212088,1.512722664,,0.010350523,0.00414013,10,1.512722664,3.206691686,6.516212088,1.512722664,,0.00013568,1.764248949,1.104685242,,0.00013568,1.764248949,1.104685242,,0.00013568,1.764248949,1.104685242,
16,16,-0.005423702,-0.005423704,-0.005423702,"[0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",10,10,0.010350519,0.004140124,10,0.010350519,0.004140124,10,1.512726741,3.206698284,6.516225708,1.512726741,,1.512726741,3.206698284,6.516225708,1.512726741,,0.010350519,0.004140124,10,1.512726741,3.206698284,6.516225708,1.512726741,,0.00013568,1.764106582,1.104724314,,0.00013568,1.764106582,1.104724314,,0.00013568,1.764106582,1.104724314,
17,17,-0.005133889,-0.005133891,-0.005133889,"[0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",10,10,0.01035045,0.00414001,10,0.01035045,0.00414001,10,1.512737585,3.206681234,6.516190514,1.512737585,,1.512737585,3.206681234,6.516190514,1.512737585,,0.01035045,0.00414001,10,1.512737585,3.206681234,6.516190514,1.512737585,,0.000135677,1.761401543,1.105398316,,0.000135677,1.761401543,1.105398316,,0.000135677,1.761401543,1.105398316,
18,18,-0.004847098,-0.0048471,-0.004847098,"[0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",10,10,0.010205333,0.00389529,10,0.010205333,0.00389529,10,1.45505067,2.992616843,6.074791241,1.45505067,,1.45505067,2.992616843,6.074791241,1.45505067,,0.010205333,0.00389529,10,1.45505067,2.992616843,6.074791241,1.45505067,,0.000125903,1.74640399,1.038112132,,0.000125903,1.74640399,1.038112132,,0.000125903,1.74640399,1.038112132,
19,19,-0.004569673,-0.004569676,-0.004569672,"[0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",10,10,0.010030987,0.003622303,10,0.010030987,0.003622303,10,1.366344711,2.686304062,5.444770419,1.366344711,,1.366344711,2.686304062,5.444770419,1.366344711,,0.010030987,0.003622303,10,1.366344711,2.686304062,5.444770419,1.366344711,,0.000112485,1.850753512,0.900455758,,0.000112485,1.850753512,0.900455758,,0.000112485,1.850753512,0.900455758,
20,20,-0.00430055,-0.004300553,-0.004300549,"[0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0, 1.0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",10,10,0.009873234,0.003395069,10,0.009873234,0.003395069,10,1.268202918,2.459720395,4.979943034,1.268202918,,1.268202918,2.459720395,4.979943034,1.268202918,,0.009873234,0.003395069,10,1.268202918,2.459720395,4.979943034,1.268202918,,0.000100077,1.835936177,0.793014731,,0.000100077,1.835936177,0.793014731,,0.000100077,1.835936177,0.793014731,
21,21,-0.004038619,-0.004038631,-0.004038626,"[0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 1.0, 0, 0, 1.0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",10,10,0.009723502,0.003196687,10,0.009723502,0.003196687,10,1.215501187,2.349767517,4.754749108,1.215501187,,1.215501187,2.349767517,4.754749108,1.215501187,,0.009723502,0.003196687,10,1.215501187,2.349767517,4.754749108,1.215501187,,9.27E-05,1.889844079,0.723629203,,9.27E-05,1.889844079,0.723629203,,9.27E-05,1.889844079,0.723629203,
22,22,-0.003783768,-0.003783769,-0.003783768,"[0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 1.0, 0, 0, 1.0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",10,10,0.009534249,0.002966802,10,0.009534249,0.002966802,10,1.214465692,2.334607538,4.723718999,1.214465692,,1.214465692,2.334607538,4.723718999,1.214465692,,0.009534249,0.002966802,10,1.214465692,2.334607538,4.723718999,1.214465692,,8.86E-05,2.008917346,0.687664021,,8.86E-05,2.008917346,0.687664021,,8.86E-05,2.008917346,0.687664021,
23,23,-0.003539025,-0.003539027,-0.003539025,"[0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 1.0, 0, 0, 1.0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",10,10,0.009291419,0.002692737,10,0.009291419,0.002692737,10,1.221177822,2.319263971,4.692317795,1.221177822,,1.221177822,2.319263971,4.692317795,1.221177822,,0.009291419,0.002692737,10,1.221177822,2.319263971,4.692317795,1.221177822,,8.36E-05,2.09384355,0.664999609,,8.36E-05,2.09384355,0.664999609,,8.36E-05,2.09384355,0.664999609,
24,24,-0.003303997,-0.003303999,-0.003303996,"[0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 1.0, 0, 0, 1.0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",10,10,0.009067998,0.002460009,10,0.009067998,0.002460009,10,1.223599947,2.283388943,4.618916536,1.223599947,,1.223599947,2.283388943,4.618916536,1.223599947,,0.009067998,0.002460009,10,1.223599947,2.283388943,4.618916536,1.223599947,,7.85E-05,2.286133913,0.604028585,,7.85E-05,2.286133913,0.604028585,,7.85E-05,2.286133913,0.604028585,
25,25,-0.003077561,-0.003077562,-0.003077561,"[0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 1.0, 0, 0, 1.0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",10,10,0.008861765,0.002261709,10,0.008861765,0.002261709,10,1.221364295,2.22674598,4.503075937,1.221364295,,1.221364295,2.22674598,4.503075937,1.221364295,,0.008861765,0.002261709,10,1.221364295,2.22674598,4.503075937,1.221364295,,7.33E-05,2.495144159,0.527450231,,7.33E-05,2.495144159,0.527450231,,7.33E-05,2.495144159,0.527450231,
26,26,-0.002858763,-0.002858765,-0.002858763,"[0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 0, 1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 1.0, 0, 0, 1.0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",10,10,0.008670813,0.002092244,10,0.008670813,0.002092244,10,1.214048708,2.149601555,4.345410979,1.214048708,,1.214048708,2.149601555,4.345410979,1.214048708,,0.008670813,0.002092244,10,1.214048708,2.149601555,4.345410979,1.214048708,,6.79E-05,2.483391039,0.503327658,,6.79E-05,2.483391039,0.503327658,,6.79E-05,2.483391039,0.503327658,
